Assembly_Segment,Booth_No,Total_Electors_2019,Pred_Turnout_Pct,Pred_Total_Votes,Pred_BJP_Vote_Share,Pred_BJP_Votes,Pred_INC_Vote_Share,Pred_INC_Votes,Pred_BSP_Vote_Share,Pred_BSP_Votes,Pred_ADK_Vote_Share,Pred_ADK_Votes,Pred_Other_Vote_Share,Pred_Other_Votes,Pred_Winner
Sevapuri,185,4917,0.10002714280257194,492,0.30410873992610876,150,0.2103763011512383,104,0.17156749650506914,84,0.1564787491158957,77,0.1574687133016881,77,BJP
Sevapuri,190,4878,0.1129635327519488,551,0.31317846953723427,173,0.21781951448350914,120,0.1574213356450832,87,0.15457733419500325,85,0.15700334613917014,87,BJP
Sevapuri,195,4721,0.09322031952573534,440,0.29584789893114927,130,0.2203845357300389,97,0.1673807498052299,74,0.15708838331747346,69,0.1592984322161085,70,BJP
Sevapuri,200,4955,0.09323732352551833,462,0.2965789230565108,137,0.22619545870991717,105,0.16169460913679848,75,0.1571083416547463,73,0.15842266744202724,73,BJP
Sevapuri,205,4800,0.10593271617151177,508,0.29849024424388043,152,0.23031759880681793,117,0.15931632836366033,81,0.15462071748524797,79,0.15725511110039322,80,BJP
Sevapuri,210,4686,0.11648932680413986,546,0.2857523002803679,156,0.2213384119352011,121,0.16676153273499017,91,0.16226952409213816,89,0.1638782309573025,89,BJP
Sevapuri,215,4714,0.11053599188804891,521,0.2784177885486667,145,0.23372780683179706,122,0.16738767446099653,87,0.15940971550090569,83,0.16105701465763392,84,BJP
Sevapuri,220,4913,0.11854246099056659,582,0.2903878389952699,169,0.2242581868412926,131,0.16467271751690835,96,0.1592039211166667,93,0.1614773355298625,94,BJP
Sevapuri,225,4852,0.12356090197194287,600,0.27721708109496945,166,0.23092010707317862,139,0.16656754437405014,100,0.1618009412572593,97,0.16349432620054238,98,BJP
Sevapuri,230,4921,0.10726002343640138,528,0.22940826104028997,121,0.2766226528542056,146,0.16924437560240066,89,0.16184614471806366,85,0.16287856578504004,86,INC
Sevapuri,235,4929,0.11524567216856378,568,0.27061752258061283,154,0.23717722772745287,135,0.1669075473549233,95,0.16161225169463841,92,0.16368545064237264,93,BJP
Sevapuri,240,4957,0.12263824749740533,608,0.29596778849808186,180,0.21652952493056674,132,0.16629751719914007,101,0.15953930839087557,97,0.1616658609813358,98,BJP
Sevapuri,245,4797,0.11533718894282667,553,0.2803392378594267,155,0.2330022476769249,129,0.1650794745261595,91,0.16046093739449482,89,0.16111810254299394,89,BJP
Sevapuri,250,4755,0.12468145916261474,593,0.2857439805936962,169,0.2263624507346462,134,0.16819854718900928,100,0.1588312651820933,94,0.16086375630055494,95,BJP
Sevapuri,255,4673,0.10920914198375511,510,0.2872062288008667,146,0.2282337861166589,116,0.1657255748617848,85,0.15876341835309823,81,0.16007099186759138,82,BJP
Sevapuri,260,4765,0.10824544918514442,516,0.2867232212234316,148,0.23000667583743425,119,0.16507936499644896,85,0.15877028985608216,82,0.159420448086603,82,BJP
Sevapuri,265,4997,0.12793533417236574,639,0.3235757243518042,207,0.19747583171836922,126,0.16353267904758198,104,0.15670332098024306,100,0.15871244390200173,101,BJP
Sevapuri,270,4730,0.10308370321412193,488,0.30746463727132906,150,0.2154306826386262,105,0.16234354213125235,79,0.15669144699935184,76,0.15806969095944065,77,BJP
Sevapuri,275,4879,0.10186861705939572,497,0.3082800418934474,153,0.21318651997932458,106,0.16456542295626864,82,0.15601963728450688,78,0.15794837788645238,79,BJP
Sevapuri,280,4777,0.13192979627071713,630,0.2963929652748706,187,0.21504535807072533,135,0.16885100533973516,106,0.1591179672869487,100,0.1605927040277202,101,BJP
Sevapuri,285,4708,0.114930379781251,541,0.30369855142719193,164,0.21185878438108435,115,0.16615862993421338,90,0.15845100055996553,86,0.1598330336975449,86,BJP
Sevapuri,290,4793,0.10710555541518765,513,0.30302032050620187,155,0.21885880314326223,112,0.16125229526590082,83,0.1573787022092803,81,0.15948987887535473,82,BJP
Sevapuri,295,4760,0.11468374160796077,546,0.3076468834043001,168,0.2151753709909946,117,0.16254449336065432,89,0.1562788462009462,85,0.15835440604310475,86,BJP
Sevapuri,300,4946,0.11443497043935415,566,0.30851201882285856,175,0.22129910103499167,125,0.15962058085675318,90,0.15417740599734125,87,0.15639089328805528,89,BJP
Sevapuri,305,4679,0.12522954813146403,586,0.30396842111376826,178,0.2081612231530581,122,0.16876683442197557,99,0.15823883195948815,93,0.16086468935170983,94,BJP
Sevapuri,310,4841,0.1218466850083305,590,0.30217221595248495,178,0.2144433896941509,127,0.16384788396042413,97,0.15839330707018148,93,0.16114320332275864,95,BJP
Sevapuri,315,4889,0.1043610627217551,510,0.28880758548765695,147,0.23097101393344588,118,0.1628841880885037,83,0.15783432298448077,80,0.15950288950591268,81,BJP
Sevapuri,320,4841,0.09617055374517744,466,0.2928156029244944,136,0.23367663488350868,109,0.16082291776837754,75,0.15499545266583792,72,0.1576893917577814,73,BJP
Sevapuri,325,4694,0.1089957547086363,512,0.293078456489517,150,0.21780885522134735,112,0.16685998027593876,85,0.1605260814121584,82,0.16172662660103856,83,BJP
Sevapuri,330,4863,0.11557606235500616,562,0.2962217497861917,166,0.22345378692059903,126,0.1665939095848831,94,0.15576590241527696,88,0.1579646512930493,89,BJP
Sevapuri,335,4741,0.11166102225011736,529,0.3010555772443414,159,0.2255215678037042,119,0.15949505855543605,84,0.15573582559147472,82,0.15819197080504369,84,BJP
Sevapuri,340,4742,0.10482336193688985,497,0.2845324199202803,141,0.23489789781452605,117,0.16325651953753822,81,0.15748241310925126,78,0.15983074961840424,79,BJP
Sevapuri,345,5048,0.11407814196970363,576,0.2978151205496403,172,0.21681097379875405,125,0.1696515140976518,98,0.15683158482216922,90,0.15889080673178452,92,BJP
Sevapuri,350,4910,0.10766392079564567,529,0.30831452159597733,163,0.21015846299663685,111,0.1626095736692016,86,0.15844678452231659,84,0.16047065721586762,85,BJP
Sevapuri,355,4865,0.1264969257892417,615,0.31135682949411164,191,0.2088597301417003,128,0.16305501183589297,100,0.15670767068497884,96,0.16002075784331637,98,BJP
Sevapuri,360,4654,0.10439045452307726,486,0.3029171927284024,147,0.222130454113012,108,0.1614521558041521,78,0.15591355537975546,76,0.15758664197467803,77,BJP
Sevapuri,365,4918,0.10359667305370195,509,0.3113720192620311,158,0.21561396547286962,110,0.16098470702433432,82,0.1551965420864917,79,0.1568327661542731,80,BJP
Sevapuri,370,5017,0.12107207753847694,607,0.3130175154378337,190,0.21427821614327514,130,0.16038376711651825,97,0.15574325683734047,95,0.1565772444650325,95,BJP
Sevapuri,375,4634,0.1064177695117758,493,0.2531925231084164,125,0.26198344478245655,129,0.1660229997012748,82,0.15899488360106195,78,0.1598061488067904,79,INC
Sevapuri,380,5033,0.10763268515604131,542,0.29800228862936134,162,0.21694622240981892,118,0.16716446744139152,91,0.1582863515670388,86,0.1596006699523893,87,BJP
Sevapuri,385,4823,0.10096595224960173,487,0.30112966215203146,147,0.21969207822126552,107,0.16392901111126748,80,0.15683081671666457,76,0.15841843179877096,77,BJP
Sevapuri,390,4730,0.12889557499933446,610,0.29113668599608694,178,0.22191812996810914,135,0.16592846489009558,101,0.15928501177286242,97,0.16173170737284592,99,BJP
Sevapuri,395,4751,0.12320899086839662,585,0.29778249209782726,174,0.22177214288272137,130,0.1631910883019674,95,0.15727971914890734,92,0.15997455756857662,94,BJP
Sevapuri,400,4718,0.109894879573723,518,0.29198877889896924,151,0.2244226020254373,116,0.16470122644744864,85,0.15858707181324483,82,0.1603003208149,83,BJP
Varanasi Cantt,4,4882,0.1298200678118358,634,0.3082723873618457,195,0.20772657453755242,132,0.16467347880776692,104,0.15823023640403175,100,0.1610973228888031,102,BJP
Varanasi Cantt,9,4895,0.10095775832467407,494,0.2959863617294748,146,0.23109575863836931,114,0.1618410573827979,80,0.15433669307213285,76,0.15674012917722513,77,BJP
Varanasi Cantt,14,4804,0.10741414678149588,516,0.23843469470823905,123,0.27006183577176474,139,0.16959572906467468,88,0.16012696005334495,83,0.16178078040197663,83,INC
Varanasi Cantt,19,4969,0.10976071752781508,545,0.28467992643880796,155,0.22172830097279334,121,0.17124748045157115,93,0.160729256012318,88,0.16161503612450948,88,BJP
Varanasi Cantt,24,4905,0.11228269493758074,551,0.30772794526087033,170,0.21367532295052405,118,0.16403363455508613,90,0.15623886174945062,86,0.1583242354840689,87,BJP
