Assembly_Segment,Booth_No,Total_Electors_2024,Age_mean_2024,Age_median_2024,Age_18_25_mean_2024,Age_26_40_mean_2024,Age_41_60_mean_2024,Age_60_plus_mean_2024,Is_Male_mean_2024,Is_Female_mean_2024,Caste_Brahmin_mean_2024,Caste_Muslim_mean_2024,Caste_OBC_Patel_Kurmi_mean_2024,Caste_OBC_Yadav_mean_2024,Caste_SC_Dalit_mean_2024,Caste_Thakur_Rajput_mean_2024,Caste_Vaishya_Other_mean_2024,Source_File,INC,BSP,BJP,YTP,ADK,IND_1,IND_2,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes,Computed_vs_Printed_Match,BJP_Vote_Share,INC_Vote_Share,BSP_Vote_Share,ADK_Vote_Share,Turnout_Percentage,Other_Vote_Share
Rohaniya,51,4798,47.729470612755314,46.0,0.04335139641517299,0.3140892038349312,0.429137140475198,0.2134222592746978,0.5300125052105044,0.46998749478949564,0.14714464360150062,0.1842434347644852,0.15923301375573157,0.13984993747394747,0.137765735723218,0.10066694456023344,0.1310962901208837,2024091311-1.pdf,222,25,485,3,0,2,0,737,0,3,740,0,True,0.6580732700135685,0.3012211668928087,0.033921302578018994,0.0,0.15423092955398082,0.006784260515603879
Rohaniya,56,5055,47.32700296735905,45.0,0.043719090009891194,0.32146389713155293,0.4344213649851632,0.20039564787339267,0.5272007912957468,0.47279920870425324,0.14559841740850643,0.1818001978239367,0.16102868447082097,0.14362017804154303,0.14263105835806134,0.09317507418397626,0.1321463897131553,2024091311-1.pdf,195,93,308,2,1,1,0,600,0,9,609,0,True,0.5133333333333333,0.325,0.155,0.0016666666666666668,0.12047477744807121,0.004999999999999893
Rohaniya,61,4910,47.49348268839104,46.0,0.042566191446028516,0.33279022403258657,0.41771894093686357,0.2069246435845214,0.5173116089613035,0.48268839103869654,0.1560081466395112,0.17963340122199592,0.1604887983706721,0.1391038696537678,0.14175152749490835,0.09714867617107943,0.12586558044806517,2024091311-1.pdf,165,1,273,1,0,1,1,442,0,2,444,0,True,0.6176470588235294,0.3733031674208145,0.0022624434389140274,0.0,0.09042769857433809,0.006787330316742057
Rohaniya,66,4890,47.57852760736196,46.0,0.046625766871165646,0.3198364008179959,0.4263803680981595,0.20715746421267894,0.5179959100204499,0.4820040899795501,0.15460122699386503,0.17321063394683026,0.15848670756646216,0.14478527607361963,0.1361963190184049,0.10184049079754601,0.130879345603272,2024091311-1.pdf,168,4,478,1,0,1,2,654,0,6,660,0,True,0.7308868501529052,0.25688073394495414,0.0061162079510703364,0.0,0.13496932515337423,0.006116207951070263
Rohaniya,71,5065,47.61263573543929,46.0,0.039289239881539983,0.3231984205330701,0.42586377097729516,0.21164856860809478,0.513919052319842,0.48608094768015797,0.14708785784797632,0.1755182625863771,0.15952615992102664,0.14175715695952615,0.14531095755182627,0.09911154985192498,0.13168805528134256,2024091311-1.pdf,278,1,386,1,0,1,1,668,0,2,670,0,True,0.5778443113772455,0.4161676646706587,0.0014970059880239522,0.0,0.13228035538005922,0.0044910179640719194
Rohaniya,76,4936,47.568679092382496,46.0,0.04598865478119935,0.3247568881685575,0.41268233387358183,0.21657212317666127,0.513776337115073,0.4862236628849271,0.1519448946515397,0.17281199351701781,0.1527552674230146,0.14080226904376014,0.14201782820097245,0.10575364667747164,0.13391410048622365,2024091311-1.pdf,228,3,205,0,0,1,0,437,0,2,439,0,True,0.4691075514874142,0.5217391304347826,0.006864988558352402,0.0,0.0889384116693679,0.0022883295194507935
Rohaniya,81,4918,47.45424969499797,46.0,0.04270028466856446,0.32655551037006914,0.4274095160634404,0.203334688897926,0.5075233834892232,0.49247661651077673,0.14884099227328182,0.1832045546970313,0.1610410736071574,0.14599430662871085,0.13338755591703944,0.1032940219601464,0.12423749491663277,2024091311-1.pdf,185,3,416,1,0,1,1,607,0,2,609,0,True,0.685337726523888,0.30477759472817134,0.004942339373970346,0.0,0.12383082553883693,0.0049423393739702615
Rohaniya,86,5025,47.662089552238804,46.0,0.04517412935323383,0.32099502487562187,0.42268656716417913,0.21114427860696516,0.5221890547263681,0.4778109452736318,0.14348258706467662,0.1771144278606965,0.16298507462686568,0.14348258706467662,0.1389054726368159,0.09512437810945273,0.1389054726368159,2024091311-1.pdf,103,5,344,2,1,2,0,457,0,2,459,0,True,0.7527352297592997,0.22538293216630198,0.010940919037199124,0.002188183807439825,0.09134328358208955,0.00875273522975939
Rohaniya,91,4993,47.74243941518125,46.0,0.04366112557580613,0.3234528339675546,0.4225916282795914,0.21029441217704786,0.5117164029641498,0.48828359703585017,0.14820749048668136,0.18085319447226117,0.1616262767875025,0.13118365711996796,0.14840777087923093,0.10154215902263168,0.12817945123172442,2024091311-1.pdf,171,6,332,0,0,1,1,511,0,2,513,0,True,0.649706457925636,0.33463796477495106,0.011741682974559686,0.0,0.10274384137792911,0.003913894324853229
Rohaniya,101,4924,47.72948822095857,46.0,0.039601949634443544,0.3188464662875711,0.4250609260763607,0.2164906580016247,0.541429731925264,0.458570268074736,0.14703493095044678,0.17810722989439481,0.16815597075548336,0.13281884646628758,0.14845653939886272,0.09727863525588952,0.12814784727863526,2024091311-1.pdf,303,2,257,2,0,0,0,564,0,2,566,0,True,0.45567375886524825,0.5372340425531915,0.0035460992907801418,0.0,0.11494719740048741,0.0035460992907800915
Rohaniya,106,5013,47.287253141831236,45.0,0.049072411729503294,0.32974266906044286,0.41192898463993616,0.2092559345701177,0.5176540993417116,0.4823459006582885,0.13923798124875325,0.17693995611410332,0.16297626171952923,0.14562138440055855,0.13923798124875325,0.10771992818671454,0.12826650708158788,2024091311-1.pdf,527,9,109,1,1,0,1,648,0,2,650,0,True,0.16820987654320987,0.8132716049382716,0.013888888888888888,0.0015432098765432098,0.12966287652104527,0.0030864197530865445
Rohaniya,111,5052,47.30878859857482,45.0,0.04809976247030879,0.32897862232779096,0.415083135391924,0.20783847980997625,0.5255344418052257,0.4744655581947744,0.1583531274742676,0.17814726840855108,0.15320665083135393,0.1405384006334125,0.14429928741092637,0.10273159144893111,0.1227236737925574,2024091311-1.pdf,304,11,311,2,1,0,1,630,0,5,635,0,True,0.4936507936507937,0.48253968253968255,0.01746031746031746,0.0015873015873015873,0.12569279493269991,0.004761904761904634
Rohaniya,116,4825,47.472331606217615,46.0,0.041036269430051814,0.32808290155440417,0.42424870466321246,0.2066321243523316,0.5264248704663212,0.47357512953367875,0.14321243523316063,0.18155440414507773,0.157720207253886,0.15025906735751296,0.13512953367875646,0.10093264248704663,0.13119170984455958,2024091311-1.pdf,254,5,383,4,1,4,4,655,0,3,658,0,True,0.5847328244274809,0.38778625954198476,0.007633587786259542,0.0015267175572519084,0.13637305699481866,0.018320610687022953
Rohaniya,121,4793,47.253286042144794,45.0,0.04965574796578343,0.3361151679532652,0.4083037763404966,0.20592530774045484,0.5268099311495932,0.4731900688504068,0.1546004590027123,0.17817650740663468,0.1692050907573545,0.13519716252868766,0.143959941581473,0.0988942207385771,0.11996661798456082,2024091311-1.pdf,195,11,469,2,0,3,1,681,0,7,688,0,True,0.6886930983847284,0.28634361233480177,0.016152716593245228,0.0,0.1435426663884832,0.008810572687224627
Rohaniya,126,4802,47.756143273635985,46.0,0.04602249062890462,0.3107038733860891,0.42919616826322365,0.2140774677217826,0.5208246563931695,0.4791753436068305,0.1405664306538942,0.1832569762598917,0.1628488129945856,0.14369012911286963,0.13973344439816743,0.09662640566430654,0.13327780091628488,2024091311-1.pdf,168,5,372,2,0,0,0,547,0,2,549,0,True,0.680073126142596,0.3071297989031079,0.009140767824497258,0.0,0.11432736359850063,0.003656307129798919
Rohaniya,131,4789,47.40718312800167,45.0,0.04635623303403633,0.32261432449363125,0.4280643140530382,0.2029651284192942,0.5195239089580288,0.4804760910419712,0.15285028189601169,0.17602839841302986,0.16537899352683233,0.14073919398621842,0.14053038212570473,0.09876801002296931,0.12570474002923365,2024091311-1.pdf,105,1,313,2,0,0,1,422,0,1,423,0,True,0.7417061611374408,0.24881516587677724,0.002369668246445498,0.0,0.08832741699728544,0.007109004739336511
Rohaniya,136,5066,47.69285432293723,46.0,0.0359257797078563,0.32688511646269247,0.4279510461902882,0.20923805763916306,0.5307935254638768,0.4692064745361232,0.14271614686142914,0.1798262929332807,0.16600868535333596,0.14429530201342283,0.14172917489143308,0.09514409790761942,0.13028030003947888,2024091311-1.pdf,204,15,545,0,2,1,0,767,0,2,769,0,True,0.7105606258148631,0.26597131681877445,0.01955671447196871,0.002607561929595828,0.15179628898539282,0.0013037809647977738
Rohaniya,141,4908,47.540546047269764,46.0,0.04625101874490627,0.3147921760391198,0.4315403422982885,0.20741646291768542,0.5185411572942136,0.4814588427057865,0.15831295843520782,0.18133659331703342,0.16157294213528933,0.14466177669111654,0.13243683781581092,0.10207823960880195,0.11960065199674001,2024091311-1.pdf,134,5,454,1,3,0,0,597,0,2,599,0,True,0.7604690117252931,0.22445561139028475,0.008375209380234505,0.005025125628140704,0.12204563977180113,0.0016750418760468344
Rohaniya,146,4837,47.19536903039074,46.0,0.04444903866032665,0.3291296258011164,0.4310523051478189,0.19536903039073805,0.5236716973330576,0.4763283026669423,0.1573289228860864,0.18523878437047755,0.1552615257390945,0.13727517056026461,0.14409758114533802,0.09634070704982427,0.12445730824891461,2024091311-1.pdf,117,18,410,3,0,0,0,548,0,4,552,0,True,0.7481751824817519,0.21350364963503649,0.032846715328467155,0.0,0.11412032251395493,0.005474452554744436
Rohaniya,151,4948,47.35832659660469,45.0,0.044058205335489084,0.32336297493936944,0.4284559417946645,0.20412287793047695,0.5183912691996766,0.48160873080032335,0.1475343573160873,0.18734842360549717,0.15905416329830235,0.13116410670978174,0.1402586903799515,0.10286984640258691,0.13177041228779304,2024091311-1.pdf,156,10,351,3,1,2,0,523,0,4,527,0,True,0.6711281070745698,0.2982791586998088,0.019120458891013385,0.0019120458891013384,0.1065076798706548,0.009560229445506607
Rohaniya,156,5026,47.49144448865897,46.0,0.04874651810584958,0.3159570234779148,0.43374452845204936,0.20155192996418622,0.5183048149621966,0.4816951850378034,0.14763231197771587,0.1804615996816554,0.15758058097890967,0.1317150815758058,0.13867886987664146,0.10445682451253482,0.13947473139673697,2024091311-1.pdf,185,21,295,2,0,1,1,505,0,1,506,0,True,0.5841584158415841,0.36633663366336633,0.041584158415841586,0.0,0.10067648229208118,0.007920792079207928
Rohaniya,161,5118,47.57112153184838,46.0,0.04435326299335678,0.32297772567409144,0.4251660805001954,0.20750293083235638,0.519538882375928,0.4804611176240719,0.14634622899570143,0.18366549433372412,0.16666666666666666,0.13833528722157093,0.1324736225087925,0.10101602188354826,0.1314966783899961,2024091311-1.pdf,89,3,353,2,0,1,2,450,0,4,454,0,True,0.7844444444444445,0.19777777777777777,0.006666666666666667,0.0,0.08870652598671357,0.01111111111111096
Rohaniya,166,4909,47.75147687920147,46.0,0.04950091668364229,0.30780199633326544,0.43287838663678957,0.2098187003463027,0.5100835200651864,0.48991647993481363,0.1576695864738236,0.18679975555102873,0.1582807089020167,0.14015074353228762,0.13729883886738645,0.09614992870238338,0.12365043797107354,2024091311-1.pdf,143,5,554,4,0,0,2,708,0,4,712,0,True,0.7824858757062146,0.2019774011299435,0.007062146892655367,0.0,0.14503972295783255,0.008474576271186529
Rohaniya,171,5072,47.88584384858044,46.0,0.04337539432176656,0.3099369085173502,0.4278391167192429,0.21884858044164038,0.5147870662460567,0.4852129337539432,0.15023659305993692,0.1709384858044164,0.1608832807570978,0.13820977917981073,0.1470820189274448,0.09660883280757097,0.13604100946372238,2024091311-1.pdf,147,18,488,4,0,3,0,660,0,5,665,0,True,0.7393939393939394,0.22272727272727272,0.02727272727272727,0.0,0.13111198738170346,0.010606060606060619
Rohaniya,176,4936,47.31158833063209,46.0,0.049027552674230146,0.3192868719611021,0.42382495948136145,0.20786061588330632,0.513776337115073,0.4862236628849271,0.14728525121555916,0.16997568881685576,0.17686385737439222,0.13290113452188007,0.14384116693679092,0.09846029173419774,0.13067260940032416,2024091311-1.pdf,168,12,328,3,0,1,0,512,0,3,515,0,True,0.640625,0.328125,0.0234375,0.0,0.1043354943273906,0.0078125
Rohaniya,181,4991,47.54377880184332,46.0,0.0426768182728912,0.3217792025646163,0.4293728711681026,0.2061711079943899,0.5295531957523543,0.4704468042476458,0.15347625726307354,0.17812061711079943,0.17311160088158686,0.13283911039871768,0.1446603886996594,0.09517130835503906,0.12262071729112402,2024091311-1.pdf,177,25,495,8,1,2,3,711,0,4,715,0,True,0.6962025316455697,0.2489451476793249,0.035161744022503515,0.0014064697609001407,0.14325786415547986,0.0182841068917019
Rohaniya,186,4819,47.35443037974684,46.0,0.0500103755965968,0.3289064121186968,0.413363768416684,0.2077194438680224,0.5154596389292384,0.4845403610707616,0.14442830462751607,0.17866777339697032,0.16497198588918863,0.13177007677941482,0.14380576883170781,0.10354845403610707,0.13280763643909524,2024091311-1.pdf,94,4,363,2,1,1,3,468,0,7,475,0,True,0.7756410256410257,0.20085470085470086,0.008547008547008548,0.002136752136752137,0.09856816766964101,0.012820512820512775
Rohaniya,191,4933,47.98135009122238,46.0,0.04338130954794243,0.309142509629029,0.424690857490371,0.2227853233326576,0.512872491384553,0.487127508615447,0.14413136022704237,0.18528278937766066,0.16338941820393268,0.1402797486316643,0.13987431583215082,0.09993918508007298,0.1271031826474762,2024091311-1.pdf,157,16,277,2,1,0,1,454,0,3,457,0,True,0.6101321585903083,0.3458149779735683,0.03524229074889868,0.0022026431718061676,0.09264139468883033,0.0066079295154184425
Rohaniya,196,5140,47.333268482490276,46.0,0.047665369649805445,0.3256809338521401,0.42217898832684825,0.20447470817120622,0.5140077821011673,0.4859922178988327,0.14708171206225681,0.17879377431906615,0.16381322957198444,0.1303501945525292,0.13929961089494164,0.1103112840466926,0.1303501945525292,2024091311-1.pdf,154,20,517,1,0,1,3,696,0,7,703,0,True,0.742816091954023,0.22126436781609196,0.028735632183908046,0.0,0.13677042801556422,0.007183908045977017
Rohaniya,201,5094,47.49273655280722,46.0,0.048292108362779744,0.3160581075775422,0.42913231252453865,0.20651747153513939,0.5245386729485669,0.47546132705143307,0.14683941892422459,0.1839418924224578,0.15174715351393797,0.13564978405967806,0.138201806046329,0.10895170789163722,0.13466823714173537,2024091311-1.pdf,192,9,481,3,0,0,0,685,0,7,692,0,True,0.7021897810218978,0.28029197080291973,0.013138686131386862,0.0,0.1358460934432666,0.004379562043795637
Rohaniya,206,4837,47.57556336572256,46.0,0.048170353524912134,0.3181724209220591,0.4209220591275584,0.21273516642547033,0.5178829853214802,0.48211701467851975,0.1445110605747364,0.1740748397767211,0.16394459375646062,0.13975604713665496,0.1350010336985735,0.10729791192888154,0.1354145131279719,2024091311-1.pdf,95,10,406,6,1,4,2,524,0,5,529,0,True,0.7748091603053435,0.18129770992366412,0.019083969465648856,0.0019083969465648854,0.10936530907587348,0.022900763358778664
Rohaniya,211,5005,47.602797202797206,46.0,0.04455544455544456,0.3202797202797203,0.4251748251748252,0.20999000999001,0.5164835164835165,0.4835164835164835,0.15024975024975026,0.17262737262737263,0.15764235764235765,0.14345654345654346,0.14065934065934066,0.0979020979020979,0.13746253746253748,2024091311-1.pdf,187,7,411,3,0,1,0,609,0,8,617,0,True,0.6748768472906403,0.3070607553366174,0.011494252873563218,0.0,0.12327672327672327,0.006568144499179085
Rohaniya,221,4911,47.57870087558542,46.0,0.046426389737324374,0.31928324170230094,0.41539401343921806,0.2188963551211566,0.5170026471187131,0.4829973528812869,0.15373650987578905,0.17756057829362656,0.16595398085929547,0.12583995113011606,0.1364284259824883,0.10384850335980451,0.13663205049888005,2024091311-1.pdf,162,10,462,3,3,1,1,642,0,6,648,0,True,0.719626168224299,0.2523364485981308,0.01557632398753894,0.004672897196261682,0.13194868662186926,0.007788161993769638
Rohaniya,226,5116,47.52032838154808,46.0,0.044761532447224396,0.32232212666145427,0.426505082095387,0.20641125879593433,0.5140734949179047,0.4859265050820954,0.1473807662236122,0.18647380766223612,0.16282251759186864,0.13936669272869429,0.14464425332290853,0.09421422986708367,0.12509773260359655,2024091311-1.pdf,360,28,310,4,2,0,1,705,0,4,709,0,True,0.4397163120567376,0.5106382978723404,0.03971631205673759,0.0028368794326241137,0.13858483189992182,0.007092198581560183
Rohaniya,231,5012,47.74660814046289,46.0,0.04668794892258579,0.3148443735035914,0.4257781324820431,0.21268954509177973,0.5191540303272146,0.4808459696727853,0.16380686352753393,0.19034317637669593,0.15901835594573024,0.13647246608140462,0.13268156424581007,0.09776536312849161,0.1199122106943336,2024091311-1.pdf,132,2,403,1,1,1,0,540,0,7,547,0,True,0.7462962962962963,0.24444444444444444,0.003703703703703704,0.001851851851851852,0.10913806863527534,0.0037037037037036535
Rohaniya,236,5029,47.47385166036985,46.0,0.04394511831378008,0.31994432292702324,0.4316961622588984,0.20441439650029827,0.5134221515211772,0.48657784847882285,0.14973155696957646,0.1765758600119308,0.16007158480811295,0.1403857625770531,0.1405846092662557,0.104394511831378,0.128256114535693,2024091311-1.pdf,192,8,314,3,2,1,2,522,0,4,526,0,True,0.6015325670498084,0.367816091954023,0.01532567049808429,0.0038314176245210726,0.10459335852058063,0.011494252873563204
Rohaniya,241,4874,47.775543701272056,46.0,0.04595814526056627,0.3192449733278621,0.41793188346327453,0.21686499794829708,0.5118998768978252,0.4881001231021748,0.15510874025441115,0.17439474764054164,0.16393106278210914,0.14095199015182602,0.1389002872384079,0.10299548625359048,0.12371768567911366,2024091311-1.pdf,242,35,436,3,3,5,4,728,0,8,736,0,True,0.5989010989010989,0.3324175824175824,0.04807692307692308,0.004120879120879121,0.15100533442757488,0.016483516483516425
Rohaniya,246,4834,47.35705419942077,45.0,0.04364915184112536,0.32850641290856436,0.4209764170459247,0.2068680182043856,0.5097227968556062,0.4902772031443939,0.1448076127430699,0.18618121638394705,0.15432354158047165,0.14460074472486553,0.141083988415391,0.10281340504757965,0.12618949110467523,2024091311-1.pdf,121,3,286,0,1,1,0,412,0,0,412,0,True,0.6941747572815534,0.2936893203883495,0.007281553398058253,0.0024271844660194173,0.08522962350020687,0.0024271844660194164
Rohaniya,251,5048,47.353605388272584,46.0,0.046553090332805074,0.3201267828843106,0.43106180665610144,0.20225832012678288,0.5184231378763867,0.48157686212361334,0.14659270998415214,0.17967511885895404,0.15847860538827258,0.13648969889064977,0.14421553090332806,0.09706814580031696,0.13748019017432647,2024091311-1.pdf,177,11,499,2,2,0,2,693,0,9,702,0,True,0.7200577200577201,0.2554112554112554,0.015873015873015872,0.002886002886002886,0.13906497622820918,0.005772005772005651
Rohaniya,256,4772,47.92979882648785,46.0,0.04631181894383906,0.3176865046102263,0.4189019279128248,0.21709974853310982,0.5182313495389773,0.48176865046102263,0.15758591785414922,0.17958927074601844,0.14962279966471081,0.1406119027661358,0.13788767812238056,0.10142497904442582,0.13327745180217937,2024091311-1.pdf,193,3,238,1,3,0,0,438,0,1,439,0,True,0.54337899543379,0.4406392694063927,0.00684931506849315,0.00684931506849315,0.09199497066219614,0.0022831050228309113
Rohaniya,261,4980,47.16767068273092,45.0,0.04558232931726908,0.3325301204819277,0.42449799196787147,0.19738955823293172,0.5146586345381526,0.48534136546184736,0.15502008032128514,0.186144578313253,0.16204819277108434,0.1429718875502008,0.13012048192771083,0.1,0.12369477911646587,2024091311-1.pdf,298,56,240,2,0,1,1,598,0,2,600,0,True,0.4013377926421405,0.4983277591973244,0.09364548494983277,0.0,0.12048192771084337,0.006688963210702337
Rohaniya,266,4908,47.192542787286065,46.0,0.05012224938875306,0.32660961695191526,0.4207416462917685,0.20252648736756315,0.5264873675631622,0.47351263243683783,0.15138549307253463,0.16768541157294214,0.16687041564792177,0.13773431132844335,0.14201303993480033,0.1006519967400163,0.1336593317033415,2024091311-1.pdf,116,5,374,1,7,0,0,503,0,1,504,0,True,0.7435387673956262,0.23061630218687873,0.009940357852882704,0.013916500994035786,0.10268948655256724,0.001988071570576566
Rohaniya,271,4840,47.2754132231405,45.0,0.04607438016528926,0.3328512396694215,0.42024793388429754,0.20082644628099172,0.5301652892561983,0.4698347107438017,0.15268595041322314,0.18615702479338844,0.15206611570247933,0.1415289256198347,0.13698347107438016,0.10661157024793388,0.12396694214876033,2024091311-1.pdf,304,10,266,1,0,1,1,583,0,2,585,0,True,0.4562607204116638,0.5214408233276158,0.017152658662092625,0.0,0.12086776859504132,0.005145797598627877
Rohaniya,276,5038,47.45772131798333,45.0,0.04208019055180627,0.33048828900357285,0.4186184994045256,0.20881302104009528,0.5121079793568877,0.4878920206431123,0.14549424374751885,0.18003175863437873,0.15343390234219928,0.14589122667725288,0.14311234616911472,0.1000396982929734,0.13199682413656214,2024091311-1.pdf,381,3,142,2,0,2,2,532,0,0,532,0,True,0.2669172932330827,0.7161654135338346,0.005639097744360902,0.0,0.1055974593092497,0.011278195488721887
Rohaniya,281,4891,47.65180944592108,46.0,0.04130034757718258,0.3222244939685136,0.4258842772439174,0.2105908812103864,0.5146186873849928,0.48538131261500717,0.15007156000817828,0.18114904927417705,0.15313841750153342,0.13862195869965244,0.14434675935391536,0.10161521161316704,0.13105704354937642,2024091311-1.pdf,127,3,209,0,0,1,0,340,0,0,340,0,True,0.6147058823529412,0.3735294117647059,0.008823529411764706,0.0,0.06951543651604988,0.002941176470588225
Rohaniya,286,5071,47.407217511338985,46.0,0.04653914415302702,0.3295208045750345,0.418063498323802,0.20587655294813645,0.5255373693551568,0.47446263064484323,0.15933740879510944,0.17787418655097614,0.16663380003943995,0.14080063103924276,0.14198382961940445,0.09268388877933346,0.12068625517649378,2024091311-1.pdf,78,5,406,0,1,2,0,492,0,3,495,0,True,0.8252032520325203,0.15853658536585366,0.01016260162601626,0.0020325203252032522,0.09761388286334056,0.004065040650406471
Rohaniya,291,5114,47.57000391083301,46.0,0.043214704732107936,0.32440359796636686,0.4296050058662495,0.2027766914352757,0.5338287055142745,0.4661712944857255,0.1509581540868205,0.1867422761048103,0.1732499022291748,0.1302307391474384,0.14196323816973017,0.09229565897536175,0.12456003128666406,2024091311-1.pdf,467,5,208,2,1,0,0,683,0,2,685,0,True,0.30453879941434847,0.6837481698389458,0.007320644216691069,0.0014641288433382138,0.13394603050449747,0.002928257686676372
